,Unnamed: 0,id,category,subcategory,transformed category,tuberack,plate,reservoir,trash,other,opentrons_96_tiprack_10ul,opentrons_96_tiprack_20ul,opentrons_96_tiprack_300ul,opentrons_96_tiprack_1000ul,opentrons_96_filtertiprack_10ul,opentrons_96_filtertiprack_20ul,opentrons_96_filtertiprack_200ul,opentrons_96_filtertiprack_1000ul,p10_single,p10_multi,p20_single_gen2,p20_multi_gen2,p50_single,p50_multi,p300_single,p300_multi,p300_single_gen2,p300_multi_gen2,p1000_single,p1000_single_gen2,temperature gen2,temperature gen1,magnetic gen2,magnetic gen1,thermocycler,total tipracks,created,delivered,tat,sf_category,sf_status,sf_assignee
187,187,69cf81,pcr,pcr prep,pcr,0,2,1,1,1,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2019-09-10 07:00:00,2019-09-19,9.0,"Mass spec sample prep (MALDI spotting, gel digests, etc)",Closed,chazmanc
188,188,bc-rnadvance-viral,nucleic acid extraction & purification,viral rna,extraction,0,2,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,6,2019-09-11 07:00:00,2019-10-08,27.0,Nucleic acid purification,Closed,chazmanc
189,189,dinosaur,getting started,dinosaur,other,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2019-09-17 07:00:00,,,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,chazmanc
190,190,17cb2d,sample prep,plate filling,sample prep,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-09-17 07:00:00,,,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,chazmanc
191,191,6bc986-part-6,pcr,pcr prep,pcr,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2019-09-23 07:00:00,2019-10-03,10.0,Magnetic beads for nucleic acids,Closed,ncdiehl11
192,192,13ea1e-part2,pcr,pcr prep,pcr,1,2,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2019-09-23 07:00:00,2019-10-10,17.0,Protein purification,Closed,chazmanc
193,193,1f96ca,ngs library prep,kapa hyper plus 96rx cat 07962428001 roche,ngs,0,4,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,2019-09-24 07:00:00,2019-10-24,30.0,nucleic acid polymerization validation protocol,Closed,chazmanc
194,194,swift-2s-turbo-pt2,featured,ngs library prep: swift 2s turbo,ngs,0,2,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3,2019-07-23 07:00:00,2019-08-12,20.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,
195,195,0bf4f4,ngs library prep,illumina dna prep,ngs,0,3,1,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2019-07-26 07:00:00,2019-08-23,28.0,NGS library prep,Closed,ncdiehl11
196,196,111210-part-10,ngs library prep,generead qiaact lung rna fusion umi panel kit,ngs,0,2,1,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,2019-07-30 07:00:00,2019-08-23,24.0,NGS library prep,Closed,ncdiehl11
197,197,08aeaa,sample prep,normalization,cherrypicking,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2019-07-31 07:00:00,2019-08-14,14.0,NGS library prep,Closed,ncdiehl11
198,198,customizable_serial_dilution_ot2,featured,serial dilution,dilution,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2019-08-01 07:00:00,2019-09-03,33.0,Nucleic acid purification,Closed,ncdiehl11
199,199,swift-fully-automated-custom,ngs library prep,swift 2s turbo,ngs,0,2,1,1,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,4,2019-08-02 07:00:00,2019-08-14,12.0,Custom Protein Array Protocol (see Attached Word Document),Closed,ncdiehl11
200,200,33900b,nucleic acid extraction & purification,magnehis™ protein purification system,extraction,0,2,2,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,2019-08-09 07:00:00,2019-09-10,32.0,Synthesis of Hybrid Perovskite Nanocrystals,Closed,ncdiehl11
201,201,0bf4f4-pt3,ngs library prep,illumina dna prep,ngs,0,4,1,1,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6,2019-08-12 07:00:00,2019-09-03,22.0,Capsule filling cbd,Closed,ncdiehl11
202,202,75cfa6,pcr,pcr prep,pcr,1,2,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2019-08-13 07:00:00,2019-08-19,6.0,Nucleic acid purification,Closed,ncdiehl11
203,203,3b0db0,pcr,pcr prep,pcr,7,2,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2019-08-13 07:00:00,2019-08-30,17.0,Simple fills: transfer of liquid bulk into microtubes,Closed,
204,204,8nhsa0,sample prep,cherrypicking,cherrypicking,0,2,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2019-08-13 07:00:00,2019-09-11,29.0,PCR/qPCR prep,Closed,chazmanc
205,205,19313a,nucleic acid extraction & purification,nucleic acid purification,extraction,2,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,2019-08-13 07:00:00,2019-09-12,30.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,chazmanc
206,206,7062c9-2,nucleic acid extraction & purification,nucleic acid extraction,extraction,0,1,2,1,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,5,2019-08-13 07:00:00,,,Serial dilution,Closed,chazmanc
207,207,2a370c,nucleic acid extraction & purification,omega mag-bind bacterial dna 96 kit,extraction,1,1,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4,2019-08-15 07:00:00,2019-10-04,50.0,Sterile workflows (cell culture and related assays),Closed,ncdiehl11
208,208,user-upload_ZooMS_Protocol,sample prep,plate filling,sample prep,3,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2019-08-16 07:00:00,2019-08-23,7.0,Please see below,Closed,ncdiehl11
209,209,3662e6,sample prep,serial dilution,dilution,0,4,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2019-08-16 07:00:00,2019-09-12,27.0,Nucleic acid purification,Closed,chazmanc
210,210,pcr_test_plan,sample prep,sequencing,sample prep,1,1,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2019-08-20 07:00:00,2019-09-03,14.0,Sterile workflows (cell culture and related assays),Closed,ncdiehl11
211,211,14b685,ngs library prep,illumina 16s,ngs,0,2,2,1,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,7,2019-08-20 07:00:00,2019-09-10,21.0,NGS library prep,Closed,ncdiehl11
212,212,ML-normalization,sample prep,normalization,cherrypicking,0,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2019-09-26 07:00:00,2019-10-15,19.0,NGS library prep,Closed,ncdiehl11
213,213,swift-2s-turbo-pt3,featured,ngs library prep: swift 2s turbo,ngs,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2019-09-27 07:00:00,2019-10-17,20.0,Sterile workflows (cell culture and related assays),Closed,ncdiehl11
214,214,29414b-ot,getting started,calibration,other,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2019-09-27 07:00:00,2019-11-12,46.0,"making Antibody Mastermix from multiple wells of a deepwell plate, and adding buffers",Closed,ncdiehl11
215,215,thermocycler,thermocycler,thermocycler example,other,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-09-30 07:00:00,2019-10-10,10.0,Protein crystallization screens,Closed,chazmanc
216,216,796af8,ngs library prep,neb ultra ii fs dna library prep,ngs,0,2,1,1,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,4,2019-10-10 07:00:00,2020-01-31,113.0,Primary Antibody/Reagent set dilution and serial dilution,Closed,chazmanc
217,217,6af807,pcr,pcr prep,pcr,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-10-15 07:00:00,2019-11-14,30.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,chazmanc
218,218,45a320,nucleic acid extraction & purification,rna extraction,extraction,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2019-10-16 07:00:00,2020-03-04,140.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
219,219,zymo-ribofree-library-index-pcr,ngs library prep,zymo ribofree™ total rna library prep,ngs,0,2,1,1,1,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,4,2019-10-20 07:00:00,2019-10-21,1.0,Micro -arrays,Closed,ncdiehl11
220,220,11beaa,pcr,pcr prep,pcr,0,3,0,1,1,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,2019-10-21 07:00:00,2019-10-24,3.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,chazmanc
221,221,76ba23-pcr2,ngs library prep,zymoresearch: ez dna methylation-gold kit,ngs,0,7,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2019-10-21 07:00:00,2019-10-25,4.0,Colorimetric assay,Closed,chazmanc
222,222,13fd88,proteins & proteomics,purification,extraction,0,6,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,2019-10-22 07:00:00,2019-10-31,9.0,Protein purification,Closed,ncdiehl11
223,223,3d02be,sample prep,aliquoting,sample prep,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019-10-23 07:00:00,2019-11-05,13.0,PCR/qPCR prep,Closed,ncdiehl11
224,224,Opentrons_Logo,getting started,opentrons logo,other,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2019-10-25 07:00:00,2019-11-20,26.0,Nucleic acid purification,Closed,chazmanc
225,225,4b4a80-size_selection,ngs library prep,nebnext ultra ii fs dna library prep kit for illumina e6177s/l,ngs,0,3,1,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2019-10-28 07:00:00,2019-11-11,14.0,Nucleic acid purification,Closed,ncdiehl11
226,226,18e62e,pcr,pcr prep,pcr,0,5,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,2019-10-29 07:00:00,2019-11-08,10.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,chazmanc
227,227,39b4c7,pcr,qpcr setup,pcr,0,5,0,1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2019-10-29 07:00:00,,,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,chazmanc
228,228,6bc986,pcr,pcr prep,pcr,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2019-10-31 07:00:00,2020-01-22,83.0,NGS library prep,Closed,
229,229,7a1ae8,nucleic acid extraction & purification,zymo kit,extraction,2,2,2,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,3,2019-11-01 07:00:00,2019-11-11,10.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
230,230,6f4e2c,nucleic acid extraction & purification,blood sample,extraction,0,3,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5,2019-11-01 07:00:00,2019-11-12,11.0,Nucleic acid purification,Closed,ncdiehl11
231,231,49de51,nucleic acid extraction & purification,plant dna,extraction,0,3,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,4,2019-11-04 08:00:00,2020-01-27,84.0,Nucleic acid purification,Closed,chazmanc
232,232,37de37,sample prep,cherrypicking,cherrypicking,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2019-11-04 08:00:00,2019-11-11,7.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
233,233,omega-biotek-xpress,covid workstation,rna extraction,extraction,0,2,3,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,6,2019-11-06 08:00:00,2019-11-18,12.0,Biofilm Assay,Closed,ncdiehl11
234,234,thermocycler-csv,thermocycler,thermocycler example,other,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019-11-06 08:00:00,2020-01-07,62.0,PCR/qPCR prep,Closed,chazmanc
235,235,0bf4f4-pt2,ngs library prep,illumina dna prep,ngs,0,3,1,1,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,7,2019-11-06 08:00:00,2020-01-07,62.0,PCR/qPCR prep,Closed,
236,236,7aa3fd-library-quantification,ngs library prep,custom,ngs,1,3,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,2019-11-07 08:00:00,2019-11-07,0.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
237,237,1adec6,proteins & proteomics,assay,protein,0,5,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2019-11-07 08:00:00,2020-01-07,61.0,PCR/qPCR prep,Closed,
238,238,0e8e3,pcr,pcr prep,pcr,0,4,1,1,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,4,2019-11-07 08:00:00,2020-01-07,61.0,PCR/qPCR prep,Closed,chazmanc
239,239,060c4f,sample prep,plate filling,sample prep,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2019-11-08 08:00:00,,,Pipette Calibration Protocol,Closed,chazmanc
240,240,3359a5,featured,cherrypicking,cherrypicking,0,2,3,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2019-11-08 08:00:00,2019-12-11,33.0,Pipette Calibration Protocol,Closed,
241,241,063611-part-2,sample prep,plate filling,sample prep,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2019-11-11 08:00:00,2019-12-04,23.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,chazmanc
242,242,19fc32,ngs library prep,clean up,ngs,0,3,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,2019-11-11 08:00:00,2019-11-14,3.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
243,243,441cc8,ngs library prep,pcr prep,ngs,0,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019-10-02 07:00:00,2019-10-18,16.0,Sterile workflows (cell culture and related assays),Closed,ncdiehl11
244,244,29414b,getting started,calibration,other,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019-10-03 07:00:00,2019-10-29,26.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
245,245,698b9e,pcr,pcr prep,pcr,0,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019-10-05 07:00:00,2019-10-10,5.0,"Transformation, upgrading the attached protocol below, as it was used for OT-one http://protocol-delivery.protocols.opentrons.com/protocol/heat_shock_transformation",Closed,ncdiehl11
246,246,sci-mag-bind-blood-tissue-kit,nucleic acid extraction & purification,dna extraction,extraction,0,2,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,2019-10-07 07:00:00,2019-10-15,8.0,HCP ELISA assay,Closed,ncdiehl11
247,247,343001,nucleic acid extraction & purification,zymo extraction,extraction,2,1,1,1,1,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6,2019-10-07 07:00:00,2019-10-15,8.0,Protein A ELISA assay,Closed,ncdiehl11
248,248,115d98,sample prep,aliquoting,sample prep,2,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2019-10-09 07:00:00,2019-10-10,1.0,Production of biological products,Closed,ncdiehl11
249,249,007992,nucleic acid extraction & purification,viral rna,extraction,0,2,1,1,0,0,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,8,2019-10-10 07:00:00,2019-10-16,6.0,Sterile workflows (cell culture and related assays),Closed,ncdiehl11
250,250,illumina-nextera-XT-library-prep-part4,featured,ngs library prep: illumina nextera xt,ngs,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020-01-21 08:00:00,2020-01-07,-14.0,Aliquoting,Canceled,
251,251,111210-part-5,ngs library prep,generead qiaact lung rna fusion umi panel kit,ngs,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2019-11-15 08:00:00,2019-11-18,3.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
252,252,7855ef-part4,ngs library prep,agriseq hts library kit,ngs,0,5,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2019-11-19 08:00:00,2019-11-26,7.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
253,253,illumina-nextera-XT-library-prep-part3,featured,ngs library prep: illumina nextera xt,ngs,0,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2019-11-20 08:00:00,2019-12-13,23.0,"Mass spec sample prep (MALDI spotting, gel digests, etc)",Closed,ncdiehl11
254,254,111210-part-2,ngs library prep,generead qiaact lung rna fusion umi panel kit,ngs,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2019-11-29 08:00:00,2019-12-13,14.0,NGS library prep,Closed,ncdiehl11
255,255,53fec2,pcr,cleanup,pcr,0,4,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,2019-12-02 08:00:00,2019-12-13,11.0,Pooling and consolidation,Closed,ncdiehl11
256,256,7855ef-part3,ngs library prep,agriseq hts library kit,ngs,0,6,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2019-12-04 08:00:00,2019-12-17,13.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,
257,257,2ed4de-2,sample prep,ribogreen assay,sample prep,1,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2019-12-09 08:00:00,2020-01-02,24.0,NGS library prep,Closed,ncdiehl11
258,258,04eeb1-part-5,ngs library prep,illumina covidseq test,ngs,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2019-12-09 08:00:00,2019-12-19,10.0,NGS library prep,Closed,chazmanc
259,259,4c8861,sample prep,normalization,cherrypicking,1,6,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2019-12-13 08:00:00,2019-12-18,5.0,"Drug screening , plate mapping",Closed,ncdiehl11
260,260,test-readme,broader category,subcategory (can be the name of a kit when applicable),other,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-12-18 08:00:00,2019-12-19,1.0,PCR/qPCR prep,Closed,ncdiehl11
261,261,00bbd7,sample prep,plate filling,sample prep,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2019-12-19 08:00:00,2019-12-23,4.0,Sterile workflows (cell culture and related assays),Closed,chazmanc
262,262,04eeb1-part-2,ngs library prep,illumina covidseq test,ngs,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2019-12-20 08:00:00,2020-01-06,17.0,NGS library prep,Closed,ncdiehl11
263,263,6b51bd,sample prep,normalization,cherrypicking,0,6,1,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2020-01-06 08:00:00,2020-01-30,24.0,NGS library prep,Closed,
264,264,1ccd23-station-B,covid workstation,rna extraction,extraction,0,2,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,6,2020-01-08 08:00:00,2020-02-05,28.0,DNA quantification,Closed,chazmanc
265,265,3d942d,pcr,pcr prep,pcr,1,3,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2020-01-09 08:00:00,2020-02-19,41.0,DNA tansfer,Closed,chazmanc
266,266,7e4c3e-1,sample prep,plate filling,sample prep,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2020-01-09 08:00:00,2020-02-18,40.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,chazmanc
267,267,3e3c9d-protocols-adding-wistd-water,sample prep,plate filling,sample prep,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2020-01-31 08:00:00,2020-02-04,4.0,Simple aliquoting protocol.,Closed,ncdiehl11
268,268,2aee74,proteins & proteiomics,olink target 96,protein,1,2,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2020-06-29 07:00:00,2020-06-29,0.0,"Production, transferring solution into cryotubes",Closed,chazmanc
269,269,7e4c3e-6,sample prep,plate filling,sample prep,1,1,0,1,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2020-06-29 07:00:00,2020-07-15,16.0,Protein purification,Closed,chazmanc
270,270,74841a,ngs library prep,swift normalase amplicon panels (snap),ngs,0,1,2,1,0,0,0,1,0,0,1,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,8,2020-07-17 07:00:00,2020-07-17,0.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ncdiehl11
271,271,21e4d8-pt1,ngs library prep,twist library prep,ngs,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2019-12-04 08:00:00,2020-01-22,49.0,Nucleic acid purification,Closed,chazmanc
272,272,26c304,sample prep,plate filling,sample prep,2,4,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2019-12-07 08:00:00,2019-12-19,12.0,Magbead-based peptide enrichment,Closed,ncdiehl11
273,273,111210-part-3,ngs library prep,generead qiaact lung rna fusion umi panel kit,ngs,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2019-08-23 07:00:00,2019-07-24,-30.0,NGS library prep,Canceled,chazmanc
274,274,illumina-nextera-XT-library-prep-part2,featured,ngs library prep: illumina nextera xt,ngs,0,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2020-02-25 08:00:00,,,fluorescence polarization reaction,Canceled,ncdiehl11
275,275,5a3797-protocol-1,pcr,pcr prep,pcr,0,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2020-03-18 07:00:00,,,Sterile workflows (cell culture and related assays),Closed,chazmanc
276,276,53134e,sample prep,aliquoting,sample prep,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2020-04-09 07:00:00,,,Nucleic acid purification,Canceled,ncdiehl11
277,277,274d2a,sample prep,cherrypicking,cherrypicking,0,2,3,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2020-08-09 07:00:00,,,Nucleic acid purification,Awaiting Customer Response,ncdiehl11
278,278,7855ef-part2,ngs library prep,agriseq hts library kit,ngs,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2019-09-30 07:00:00,2019-10-28,28.0,NGS library prep,Awaiting Customer Response,ncdiehl11
279,279,111210-part-4,ngs library prep,generead qiaact lung rna fusion umi panel kit,ngs,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2020-02-17 08:00:00,,,Protein Labelling,Closed,chazmanc
280,280,pcr_prep_part_1,pcr,mastermix assembly,pcr,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2020-05-27 07:00:00,2020-11-18,175.0,Nucleic acid purification,Closed,
